순번,회사명,공장대표주소,공장대표주소(지번),업종명,전화번호,생산품
5107,대명테크(주),부산광역시 강서구 과학산단2로3번길 74 (지사동),부산광역시 강서구 지사동 1176-10번지,자동차 엔진용 신품 부품 제조업 외 1 종,051-582-5455,
5108,대명하이텍,부산광역시 강서구 과학산단1로 25 (지사동),부산광역시 강서구 지사동 1214-7번지,자동차 차체용 신품 부품 제조업 외 2 종,051-831-7782,
5109,대명화학,"부산광역시 사상구 모덕로107번길 49 (모라동, 대명산업사)",부산광역시 사상구 모라동 719-2번지,플라스틱 접착처리 제품 제조업 외 1 종,051-304-6500,
5110,대보실업,"부산광역시 사상구 사상로425번길 56, 3층(모라동)",부산광역시 사상구 모라동 714-8 3층,어망 및 기타 끈 가공품 제조업,051-319-4954,
5111,대복기계,부산광역시 사하구 을숙도대로 563 (신평동),부산광역시 사하구 신평동 370-150번지,구조용 금속 판제품 및 공작물 제조업,051-263-6348,
5112,대본기연,부산광역시 강서구 녹산산업중로 51-16 (송정동),부산광역시 강서구 송정동 1473-9번지,선박 구성 부분품 제조업,051-328-7915,
5113,대봉ITS,부산광역시 사상구 대동로239번길 48 (학장동),부산광역시 사상구 학장동 225-15번지,유압기기 제조업,051-796-0409,
5114,대봉비엠텍(주),부산광역시 사하구 다산로106번길 43 (다대동),부산광역시 사하구 다대동 1509-7번지,육상 금속 골조 구조재 제조업 외 2 종,051-264-4097,
5115,대봉산업사,부산광역시 강서구 대저중앙로347번길 48-1 (대저1동),부산광역시 강서구 대저1동 328-22번지,주형 및 금형 제조업,051-971-3710,
5116,대부금속,부산광역시 강서구 녹산산업북로313번길 14 (송정동),부산광역시 강서구 송정동 1621-6번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-831-6673,
5117,대부의류,부산광역시 강서구 세산길 247 (미음동),부산광역시 강서구 미음동 52번지,"근무복, 작업복 및 유사의복 제조업 외 2 종",,
5118,대산메카텍,부산광역시 사상구 새벽로 53-12 (학장동),부산광역시 사상구 학장동 723-58번지,기타 구조용 금속제품 제조업 외 8 종,051-324-6395,
5119,대산소수력발전(주),부산광역시 강서구 미음산단2로 50 (구랑동),부산광역시 강서구 구랑동 912번지,전동기 및 발전기 제조업,064-739-4150,
5120,대산엔텍,부산광역시 강서구 대부길 55 (강동동),부산광역시 강서구 강동동 4046-21번지,금속탱크 및 저장용기 제조업 외 1 종,051-941-5593,
5121,대산철강공업(주),"부산광역시 사상구 낙동대로988번길 59 (감전동, (주)대산철강)",부산광역시 사상구 감전동 947-8번지,열간 압연 및 압출 제품 제조업,051-327-6995,
5122,대산테크,부산광역시 강서구 대저중앙로348번길 8-7 (대저1동),부산광역시 강서구 대저1동 334-9번지,절삭가공 및 유사처리업,051-303-2890,
5123,대생엔지니어링,부산광역시 사하구 다산로175번길 29 (다대동),부산광역시 사하구 다대동 1500-8번지,산업용 냉장 및 냉동 장비 제조업,051-208-7700,
5124,대선조선(주)(1공장),부산광역시 영도구 봉래동4가 12번지,부산광역시 영도구 봉래동4가 12번지,강선 건조업 외 1 종,051-419-5000,
5125,대선조선(주)다대공장,부산광역시 사하구 감천항로 454 (다대동),부산광역시 사하구 다대동 1553번지,선박 구성 부분품 제조업,051-419-5000,
5126,대선주조(주),"부산광역시 동래구 여고로 77 (사직동, 대선주조(주))",부산광역시 동래구 사직동 154-2번지,소주 제조업,051-500-0114,
5127,대선주조(주)기장공장    ,부산광역시 기장군 장안읍 기룡리 1114번지 외 11필지,부산광역시 기장군 장안읍 기룡리 1114번지 외 11필지,소주 제조업,051-783-7830,
5128,대성E.N.G  ,부산광역시 기장군 장안읍 반룡산단1로 56,부산광역시 기장군 장안읍 반룡리 901-1번지,기타 주변기기 제조업 외 1 종,051-819-0427,
5129,대성ENG,부산광역시 영도구 남항서로92번길 43 (남항동2가),부산광역시 영도구 남항동2가 66-1번지,선박 구성 부분품 제조업 외 1 종,051-417-9075,
5130,대성ENG,부산광역시 강서구 녹산산단27로 135 (송정동),부산광역시 강서구 송정동 1506-3번지,주형 및 금형 제조업,051-831-4629,
5131,대성ENG,부산광역시 강서구 화전산단5로98번길 30 (화전동),부산광역시 강서구 화전동 581-7 번지,주형 및 금형 제조업,051-831-4629,
5132,대성ENG,부산광역시 강서구 녹산산단261로14번길 17-9 (송정동),부산광역시 강서구 송정동 1589-5번지,금속 절삭기계 제조업,051-971-6057,
5133,대성G&P,부산광역시 강서구 미음산단3로 110 (미음동),부산광역시 강서구 미음동 694-3번지,선박 구성 부분품 제조업,051-301-2490,
5134,대성건설산업(주),부산광역시 기장군 정관읍 산단로 632-52,부산광역시 기장군 정관읍 예림리 204-9번지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",055-385-1277,
5135,대성건설산업(주) 2공장,부산광역시 기장군 정관읍 산단로 632-56,부산광역시 기장군 정관읍 예림리 200-4,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",,
5136,대성공업사,"부산광역시 사상구 낙동대로943번길 145 (감전동, 대성공업사)",부산광역시 사상구 감전동 509-30번지,절삭가공 및 유사처리업,051-323-0086,
5137,대성공업주식회사,부산광역시 사상구 낙동대로1318번길 67 (삼락동) 외 1필지,부산광역시 사상구 삼락동 394-6번지 외 1필지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,051-301-6681,
5138,대성공작소,부산광역시 강서구 맥도길474번길 95 (대저2동),부산광역시 강서구 대저2동 5267번지,구조용 금속 판제품 및 공작물 제조업,051-316-6765,
5139,대성금망,부산광역시 강서구 녹산산단27로 48 (송정동),부산광역시 강서구 송정동 1474-2번지,자동차용 금속 압형제품 제조업 외 1 종,051-831-2451,
5140,대성금속,부산광역시 강서구 제도로 817(강동동),부산광역시 강서구 강동동 2925-15,"금속 문, 창, 셔터 및 관련제품 제조업",051-971-6606,
5141,대성금형,부산광역시 사하구 하신중앙로3번길 10-4 (장림동),부산광역시 사하구 장림동 840-0번지,"전기회로 개폐, 보호장치 제조업 외 1 종",051-266-1598,
5142,대성금형,"부산광역시 사상구 낙동대로988번길 15(감전동, 대성금형)",부산광역시 사상구 감전동 170-20 대성금형,주형 및 금형 제조업,051-328-0527,
5143,대성기계,부산광역시 사하구 사하로68번길 25 (구평동),부산광역시 사하구 구평동 28-8번지,선박 구성 부분품 제조업,051-895-0947,
5144,대성기계,부산광역시 강서구 화전산단3로 98 (화전동),부산광역시 강서구 화전동 584-2 번지,절삭가공 및 유사처리업,052-325-2137,
5145,대성기계,부산광역시 사상구 낙동대로902번길 40 (감전동),부산광역시 사상구 감전동 958-13번지,금속 절삭기계 제조업,051-326-8545,
5146,대성기업,부산광역시 강서구 대저중앙로 374-4 (대저1동),부산광역시 강서구 대저1동 352-23번지,육상 금속 골조 구조재 제조업 외 1 종,,
5147,대성기업사,부산광역시 강서구 공항로1309번길 198-6(대저1동),부산광역시 강서구 대저1동 665-1,그 외 자동차용 신품 부품 제조업,,
5148,대성단조,부산광역시 사하구 다산로78번길 16 (다대동),부산광역시 사하구 다대동 1518-3번지,비동력식 수공구 제조업,051-315-7152,
5149,대성레이저,부산광역시 사상구 장인로20번길 15 (감전동),부산광역시 사상구 감전동 956-7번지,선박 구성 부분품 제조업,051-714-6991,
5150,대성마린테크,"부산광역시 사하구 감천항로419번길 27, 2층 (구평동)",부산광역시 사하구 구평동 478-3번지 2층,선박 구성 부분품 제조업,051-261-7933,
5151,대성모터펌프,부산광역시 기장군 일광면 청원길 309,부산광역시 기장군 일광면 원리 192-6번지,액체 펌프 제조업,051-525-9664,
5152,대성몰드,"부산광역시 사상구 새벽로 9, C동 (학장동)",부산광역시 사상구 학장동 728-3번지 C동,주형 및 금형 제조업,051-315-8271,
5153,대성미디어,부산광역시 강서구 낙동북로138번길 8 (강동동),부산광역시 강서구 강동동 33-8,기타 음향기기 제조업,,
5154,대성방직(주),부산광역시 금정구 공단로 68-11 (금사동),부산광역시 금정구 금사동 75-39번지,모 방적업,051-522-6361,
5155,대성방직(주),"부산광역시 금정구 공단로33번길 16 (금사동, 대성방직공업사(주))",부산광역시 금정구 금사동  83-3번지,모 방적업,051-522-6361,
5156,대성벤딩,"부산광역시 동래구 온천천로381번길 16 (낙민동, 대성벤딩)",부산광역시 동래구 낙민동 90-2번지 대성벤딩,자동차용 금속 압형제품 제조업 외 1 종,051-528-3391,
5157,대성분체도장,"부산광역시 사상구 삼락천로 158 (덕포동, 대성분체)",부산광역시 사상구 덕포동 243-23번지,도장 및 기타 피막처리업,051-303-9542,
5158,대성사,"부산광역시 사상구 사상로433번길 45 (모라동, 대성사)",부산광역시 사상구 모라동 714-5번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-301-8204,
5159,대성산업,부산광역시 영도구 해양로87번길 9 (청학동),부산광역시 영도구 청학동 217-106번지,그 외 기타 전기장비 제조업,051-412-3973,
5160,대성산업,"부산광역시 사하구 낙동남로1389번길 19 (하단동, 에덴태양)",부산광역시 사하구 하단동 517-12번지,그 외 기타 의복액세서리 제조업,051-294-9288,
5161,대성산업,부산광역시 사하구 다대로300번길 19 (장림동),부산광역시 사하구 장림동 412-1번지,구조용 금속 판제품 및 공작물 제조업 외 3 종,051-263-6488,
5162,대성산업,부산광역시 남구 황령대로 329-27 (대연동),부산광역시 남구 대연동 238번지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",051-625-8800,
5163,대성산업사,부산광역시 기장군 정관면 달음산길 42 (총 2 필지) 외 1필지,부산광역시 기장군 정관면 달산리 417-1번지 외 1필지,기어 및 동력전달장치 제조업,051-727-7549,
5164,대성산업종합환경,부산광역시 강서구 녹산산단261로13번길 41 (송정동) 외 1필지,부산광역시 강서구 송정동 1553-5번지 외 1필지,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",051-831-0002,
5165,대성상사,부산광역시 강서구 미음국제5로마길 44(미음동),부산광역시 강서구 미음동 1638-33,기타 가공 공작기계 제조업,,
5166,대성상사,"부산광역시 사상구 사상로 37 (주례동, 대성상사)",부산광역시 사상구 주례동 687-4번지,기어 및 동력전달장치 제조업 외 2 종,051-328-2006,
5167,대성선박의장공업사,부산광역시 영도구 해양로111번길 28 (청학동),부산광역시 영도구 청학동 1-160번지,선박 구성 부분품 제조업,051-415-6464,
5168,대성스틸,부산광역시 강서구 가락대로210번길 52 (송정동) (총 2 필지) 외 1필지,부산광역시 강서구 송정동 1135-11번지 외 1필지,그 외 기타 1차 철강 제조업 외 1 종,051-831-2301,
5169,대성스틸,부산광역시 강서구 맥도강변길 147 (대저2동),부산광역시 강서구 대저2동 6339번지,그 외 기타 금속가공업,051-971-2544,
5170,대성시험기,부산광역시 사상구 학장로135번길 24-20 (학장동),부산광역시 사상구 학장동 237-12번지,"물질 검사, 측정 및 분석기구 제조업",051-327-6397,
5171,대성에코필,부산광역시 강서구 낙동북로126번길 5 (강동동),부산광역시 강서구 강동동 29-41번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-971-9100,
5172,대성엔지니어링,부산광역시 강서구 공항로339번길 59-14 (대저2동),부산광역시 강서구 대저2동 5655-1번지,"증류기, 열교환기 및 가스발생기 제조업",051-316-2013,
5173,대성엔지니어링     ,부산광역시 기장군 장안읍 반룡산단2로 41,부산광역시 기장군 장안읍 반룡리 909-2,펄프 및 종이 가공용 기계 제조업,031-353-8328,
5174,대성엔텍(주),부산광역시 강서구 화전산단2로134번길 32 (화전동),부산광역시 강서구 화전동 592-4번지,액체 펌프 제조업 외 9 종,051-294-1366,
5175,대성여과기,부산광역시 영도구 남항서로70번길 59-4 (남항동3가),부산광역시 영도구 남항동3가 96-1번지,기체 여과기 제조업 외 1 종,051-417-6404,
5176,대성유리,부산광역시 사하구 을숙도대로569번길 33 (신평동),부산광역시 사하구 신평동 370-47번지,가정용 유리제품 제조업,,
5177,대성유리,부산광역시 사하구 을숙도대로569번길 33 (신평동),부산광역시 사하구 신평동 370-47번지,가정용 유리제품 제조업,,
